MapDate,StateAbbreviation,None,D0,D1,D2,D3,D4,ValidStart,ValidEnd,StatisticFormatID
20121023,CO,0.00,100.00,100.00,91.36,51.05,14.01,2012-10-23,2012-10-29,1
20121016,CO,0.00,100.00,100.00,91.36,51.05,14.01,2012-10-16,2012-10-22,1
20121009,CO,0.00,100.00,100.00,91.93,53.07,14.02,2012-10-09,2012-10-15,1
20121002,CO,0.00,100.00,100.00,97.91,55.48,16.40,2012-10-02,2012-10-08,1
20120925,CO,0.00,100.00,100.00,100.00,61.75,16.89,2012-09-25,2012-10-01,1
20120918,CO,0.00,100.00,100.00,100.00,61.75,16.89,2012-09-18,2012-09-24,1
20120911,CO,0.00,100.00,100.00,100.00,61.95,16.13,2012-09-11,2012-09-17,1
20120904,CO,0.00,100.00,100.00,100.00,64.08,13.76,2012-09-04,2012-09-10,1
20120828,CO,0.00,100.00,100.00,99.96,67.31,12.30,2012-08-28,2012-09-03,1
20120821,CO,0.00,100.00,100.00,99.96,68.38,9.64,2012-08-21,2012-08-27,1
20120814,CO,0.00,100.00,100.00,99.96,68.37,9.19,2012-08-14,2012-08-20,1
20120807,CO,0.00,100.00,100.00,99.96,65.46,5.67,2012-08-07,2012-08-13,1
20120731,CO,0.00,100.00,100.00,99.70,65.35,3.27,2012-07-31,2012-08-06,1
20120724,CO,0.00,100.00,100.00,99.70,73.67,2.82,2012-07-24,2012-07-30,1
20120717,CO,0.00,100.00,100.00,100.00,70.46,1.77,2012-07-17,2012-07-23,1
20120710,CO,0.00,100.00,100.00,99.98,70.46,5.52,2012-07-10,2012-07-16,1
20120703,CO,0.00,100.00,100.00,100.00,70.69,5.52,2012-07-03,2012-07-09,1
20120626,CO,0.00,100.00,100.00,97.72,45.83,0.00,2012-06-26,2012-07-02,1
20120619,CO,0.00,100.00,97.71,60.96,26.63,0.00,2012-06-19,2012-06-25,1
20120612,CO,0.00,100.00,90.92,43.07,20.24,0.00,2012-06-12,2012-06-18,1
20120605,CO,0.00,100.00,75.98,35.29,11.02,0.00,2012-06-05,2012-06-11,1
20120529,CO,0.00,100.00,75.98,34.43,9.89,0.00,2012-05-29,2012-06-04,1
20120522,CO,4.44,95.56,68.59,29.60,7.27,0.00,2012-05-22,2012-05-28,1
20120515,CO,5.15,94.85,64.57,28.49,0.00,0.00,2012-05-15,2012-05-21,1
20120508,CO,5.13,94.87,61.81,29.40,0.00,0.00,2012-05-08,2012-05-14,1
20120501,CO,5.17,94.83,61.66,29.40,0.00,0.00,2012-05-01,2012-05-07,1
20120424,CO,5.17,94.83,61.82,26.00,0.00,0.00,2012-04-24,2012-04-30,1
20120417,CO,5.17,94.83,59.85,25.93,0.00,0.00,2012-04-17,2012-04-23,1
20120410,CO,5.17,94.83,55.94,17.09,0.00,0.00,2012-04-10,2012-04-16,1
20120403,CO,0.00,100.00,55.48,18.50,0.15,0.00,2012-04-03,2012-04-09,1
20120327,CO,2.25,97.75,50.97,9.26,0.15,0.00,2012-03-27,2012-04-02,1
20120320,CO,28.97,71.03,42.60,8.37,0.21,0.00,2012-03-20,2012-03-26,1
20120313,CO,28.97,71.03,42.60,8.30,0.21,0.00,2012-03-13,2012-03-19,1
20120306,CO,29.81,70.19,41.22,8.41,0.21,0.00,2012-03-06,2012-03-12,1
20120228,CO,30.48,69.52,40.94,8.41,0.21,0.00,2012-02-28,2012-03-05,1
20120221,CO,30.48,69.52,41.16,10.67,0.21,0.00,2012-02-21,2012-02-27,1
20120214,CO,30.48,69.52,41.07,10.67,0.21,0.00,2012-02-14,2012-02-20,1
20120207,CO,30.48,69.52,41.07,10.60,0.21,0.00,2012-02-07,2012-02-13,1
20120131,CO,29.16,70.84,41.13,10.60,0.20,0.00,2012-01-31,2012-02-06,1
20120124,CO,29.16,70.84,41.13,10.60,0.20,0.00,2012-01-24,2012-01-30,1
20120117,CO,39.42,60.58,24.98,10.60,0.20,0.00,2012-01-17,2012-01-23,1
20120110,CO,58.24,41.76,24.98,10.60,0.04,0.00,2012-01-10,2012-01-16,1
20120103,CO,65.37,34.63,24.98,10.60,0.04,0.00,2012-01-03,2012-01-09,1
20111227,CO,67.79,32.21,24.98,14.94,0.04,0.00,2011-12-27,2012-01-02,1
20111220,CO,67.79,32.21,24.98,14.94,0.04,0.00,2011-12-20,2011-12-26,1
20111213,CO,67.79,32.21,24.98,14.94,1.33,0.16,2011-12-13,2011-12-19,1
20111206,CO,66.70,33.30,25.71,17.30,1.33,0.16,2011-12-06,2011-12-12,1
20111129,CO,65.96,34.04,26.04,17.43,1.65,0.39,2011-11-29,2011-12-05,1
20111122,CO,65.67,34.33,26.27,17.48,1.85,0.63,2011-11-22,2011-11-28,1
20111115,CO,65.67,34.33,26.27,17.48,1.85,0.63,2011-11-15,2011-11-21,1
20111108,CO,65.98,34.02,26.18,17.44,1.85,0.59,2011-11-08,2011-11-14,1
20111101,CO,64.45,35.55,27.52,19.88,3.11,0.57,2011-11-01,2011-11-07,1
20111025,CO,64.30,35.70,27.41,19.99,6.46,0.57,2011-10-25,2011-10-31,1
20111018,CO,64.30,35.70,27.41,19.99,6.46,0.57,2011-10-18,2011-10-24,1
20111011,CO,62.59,37.41,27.42,19.99,6.46,0.57,2011-10-11,2011-10-17,1
20111004,CO,60.65,39.35,27.69,19.99,7.89,0.57,2011-10-04,2011-10-10,1
20110927,CO,60.62,39.38,27.69,19.99,7.88,0.56,2011-09-27,2011-10-03,1
20110920,CO,60.62,39.38,27.69,19.99,7.88,0.56,2011-09-20,2011-09-26,1
20110913,CO,47.15,52.85,29.54,22.93,8.63,0.56,2011-09-13,2011-09-19,1
20110906,CO,51.00,49.00,29.10,22.93,8.70,1.51,2011-09-06,2011-09-12,1
20110830,CO,50.45,49.55,29.07,23.16,8.70,1.51,2011-08-30,2011-09-05,1
20110823,CO,56.44,43.56,28.66,23.06,11.94,1.19,2011-08-23,2011-08-29,1
20110816,CO,61.06,38.94,30.11,24.84,18.43,1.23,2011-08-16,2011-08-22,1
20110809,CO,61.06,38.94,30.11,24.84,18.37,1.45,2011-08-09,2011-08-15,1
20110802,CO,57.90,42.10,31.98,26.31,18.74,2.17,2011-08-02,2011-08-08,1
20110726,CO,55.80,44.20,32.29,26.55,18.53,2.17,2011-07-26,2011-08-01,1
20110719,CO,55.80,44.20,32.29,27.21,17.81,2.23,2011-07-19,2011-07-25,1
20110712,CO,54.57,45.43,32.64,27.21,16.88,2.22,2011-07-12,2011-07-18,1
20110705,CO,49.31,50.69,34.84,29.02,16.64,1.57,2011-07-05,2011-07-11,1
20110628,CO,49.91,50.09,34.36,28.89,16.64,0.91,2011-06-28,2011-07-04,1
20110621,CO,59.62,40.38,31.54,25.86,11.95,0.91,2011-06-21,2011-06-27,1
20110614,CO,58.84,41.16,31.89,26.50,13.01,0.91,2011-06-14,2011-06-20,1
20110607,CO,59.67,40.33,31.89,25.19,9.62,0.91,2011-06-07,2011-06-13,1
20110531,CO,59.67,40.33,31.89,25.19,7.78,0.91,2011-05-31,2011-06-06,1
20110524,CO,52.49,47.51,36.32,26.22,7.55,0.88,2011-05-24,2011-05-30,1
20110517,CO,42.60,57.40,45.12,31.10,7.53,0.34,2011-05-17,2011-05-23,1
20110510,CO,39.59,60.41,52.58,40.72,3.25,0.00,2011-05-10,2011-05-16,1
20110503,CO,39.57,60.43,52.55,40.72,3.24,0.00,2011-05-03,2011-05-09,1
20110426,CO,39.57,60.43,52.55,40.61,3.03,0.00,2011-04-26,2011-05-02,1
20110419,CO,39.57,60.43,54.13,42.86,1.12,0.00,2011-04-19,2011-04-25,1
20110412,CO,39.57,60.43,54.13,40.88,0.00,0.00,2011-04-12,2011-04-18,1
20110405,CO,40.11,59.89,54.20,41.58,0.00,0.00,2011-04-05,2011-04-11,1
20110329,CO,40.99,59.01,53.08,39.67,0.00,0.00,2011-03-29,2011-04-04,1
20110322,CO,40.99,59.01,52.02,39.60,0.00,0.00,2011-03-22,2011-03-28,1
20110315,CO,41.65,58.35,51.50,35.33,0.00,0.00,2011-03-15,2011-03-21,1
20110308,CO,41.65,58.35,52.08,35.24,0.00,0.00,2011-03-08,2011-03-14,1
20110301,CO,41.65,58.35,52.14,35.24,0.00,0.00,2011-03-01,2011-03-07,1
20110222,CO,41.65,58.35,50.64,8.93,0.00,0.00,2011-02-22,2011-02-28,1
20110215,CO,41.65,58.35,49.57,8.93,0.00,0.00,2011-02-15,2011-02-21,1
20110208,CO,41.65,58.35,49.57,10.13,0.00,0.00,2011-02-08,2011-02-14,1
20110201,CO,41.65,58.35,49.57,10.13,0.00,0.00,2011-02-01,2011-02-07,1
20110125,CO,41.65,58.35,49.57,10.13,0.00,0.00,2011-01-25,2011-01-31,1
20110118,CO,41.65,58.35,49.57,10.13,0.00,0.00,2011-01-18,2011-01-24,1
20110111,CO,41.48,58.52,49.57,10.13,0.00,0.00,2011-01-11,2011-01-17,1
20110104,CO,41.48,58.52,49.57,10.13,0.00,0.00,2011-01-04,2011-01-10,1
20101228,CO,40.40,59.60,49.57,10.13,0.00,0.00,2010-12-28,2011-01-03,1
20101221,CO,37.45,62.55,48.28,10.13,0.00,0.00,2010-12-21,2010-12-27,1
20101214,CO,35.20,64.80,48.80,10.07,0.00,0.00,2010-12-14,2010-12-20,1
20101207,CO,41.10,58.90,38.73,9.95,0.00,0.00,2010-12-07,2010-12-13,1
20101130,CO,39.79,60.21,38.73,9.95,0.00,0.00,2010-11-30,2010-12-06,1
20101123,CO,40.03,59.97,38.63,0.00,0.00,0.00,2010-11-23,2010-11-29,1
20101116,CO,30.29,69.71,38.67,0.00,0.00,0.00,2010-11-16,2010-11-22,1
20101109,CO,25.08,74.92,38.69,0.00,0.00,0.00,2010-11-09,2010-11-15,1
20101102,CO,30.27,69.73,27.85,0.00,0.00,0.00,2010-11-02,2010-11-08,1
20101026,CO,30.27,69.73,27.85,0.00,0.00,0.00,2010-10-26,2010-11-01,1
20101019,CO,28.31,71.69,17.85,0.00,0.00,0.00,2010-10-19,2010-10-25,1
20101012,CO,28.31,71.69,13.78,0.00,0.00,0.00,2010-10-12,2010-10-18,1
20101005,CO,28.86,71.14,13.78,0.00,0.00,0.00,2010-10-05,2010-10-11,1
20100928,CO,28.86,71.14,10.70,0.00,0.00,0.00,2010-09-28,2010-10-04,1
20100921,CO,46.23,53.77,0.00,0.00,0.00,0.00,2010-09-21,2010-09-27,1
20100914,CO,65.39,34.61,0.00,0.00,0.00,0.00,2010-09-14,2010-09-20,1
20100907,CO,73.83,26.17,0.00,0.00,0.00,0.00,2010-09-07,2010-09-13,1
20100831,CO,87.07,12.93,0.00,0.00,0.00,0.00,2010-08-31,2010-09-06,1
20100824,CO,87.07,12.93,0.00,0.00,0.00,0.00,2010-08-24,2010-08-30,1
20100817,CO,87.07,12.93,0.00,0.00,0.00,0.00,2010-08-17,2010-08-23,1
20100810,CO,83.63,16.37,0.00,0.00,0.00,0.00,2010-08-10,2010-08-16,1
20100803,CO,82.95,17.05,0.00,0.00,0.00,0.00,2010-08-03,2010-08-09,1
20100727,CO,78.84,21.16,0.00,0.00,0.00,0.00,2010-07-27,2010-08-02,1
20100720,CO,77.25,22.75,0.00,0.00,0.00,0.00,2010-07-20,2010-07-26,1
20100713,CO,77.80,22.20,0.00,0.00,0.00,0.00,2010-07-13,2010-07-19,1
20100706,CO,77.80,22.20,0.00,0.00,0.00,0.00,2010-07-06,2010-07-12,1
20100629,CO,77.76,22.24,0.00,0.00,0.00,0.00,2010-06-29,2010-07-05,1
20100622,CO,79.25,20.75,0.00,0.00,0.00,0.00,2010-06-22,2010-06-28,1
20100615,CO,84.38,15.62,0.00,0.00,0.00,0.00,2010-06-15,2010-06-21,1
20100608,CO,81.04,18.96,0.25,0.00,0.00,0.00,2010-06-08,2010-06-14,1
20100601,CO,83.28,16.72,0.23,0.00,0.00,0.00,2010-06-01,2010-06-07,1
20100525,CO,83.28,16.72,0.23,0.00,0.00,0.00,2010-05-25,2010-05-31,1
20100518,CO,82.75,17.25,1.93,0.00,0.00,0.00,2010-05-18,2010-05-24,1
20100511,CO,82.81,17.19,2.25,0.00,0.00,0.00,2010-05-11,2010-05-17,1
20100504,CO,82.75,17.25,2.25,0.00,0.00,0.00,2010-05-04,2010-05-10,1
20100427,CO,82.75,17.25,2.25,0.00,0.00,0.00,2010-04-27,2010-05-03,1
20100420,CO,82.75,17.25,2.25,0.00,0.00,0.00,2010-04-20,2010-04-26,1
20100413,CO,82.50,17.50,2.26,0.00,0.00,0.00,2010-04-13,2010-04-19,1
20100406,CO,81.63,18.37,2.90,0.00,0.00,0.00,2010-04-06,2010-04-12,1
20100330,CO,81.63,18.37,3.16,0.00,0.00,0.00,2010-03-30,2010-04-05,1
20100323,CO,79.15,20.85,3.86,0.00,0.00,0.00,2010-03-23,2010-03-29,1
20100316,CO,78.80,21.20,3.86,0.00,0.00,0.00,2010-03-16,2010-03-22,1
20100309,CO,79.46,20.54,0.24,0.00,0.00,0.00,2010-03-09,2010-03-15,1
20100302,CO,76.79,23.21,0.24,0.00,0.00,0.00,2010-03-02,2010-03-08,1
20100223,CO,76.79,23.21,0.24,0.00,0.00,0.00,2010-02-23,2010-03-01,1
20100216,CO,68.21,31.79,0.00,0.00,0.00,0.00,2010-02-16,2010-02-22,1
20100209,CO,68.18,31.82,0.00,0.00,0.00,0.00,2010-02-09,2010-02-15,1
20100202,CO,68.18,31.82,0.09,0.00,0.00,0.00,2010-02-02,2010-02-08,1
20100126,CO,67.38,32.62,0.39,0.00,0.00,0.00,2010-01-26,2010-02-01,1
20100119,CO,64.23,35.77,7.99,0.37,0.00,0.00,2010-01-19,2010-01-25,1
20100112,CO,64.23,35.77,7.99,0.37,0.00,0.00,2010-01-12,2010-01-18,1
20100105,CO,69.22,30.78,7.52,0.00,0.00,0.00,2010-01-05,2010-01-11,1
20091229,CO,69.22,30.78,7.52,0.00,0.00,0.00,2009-12-29,2010-01-04,1
20091222,CO,69.22,30.78,7.52,0.00,0.00,0.00,2009-12-22,2009-12-28,1
20091215,CO,69.22,30.78,7.52,0.00,0.00,0.00,2009-12-15,2009-12-21,1
20091208,CO,71.01,28.99,7.52,0.00,0.00,0.00,2009-12-08,2009-12-14,1
20091201,CO,70.99,29.01,7.52,0.00,0.00,0.00,2009-12-01,2009-12-07,1
20091124,CO,70.99,29.01,7.52,0.00,0.00,0.00,2009-11-24,2009-11-30,1
20091117,CO,74.87,25.13,6.75,0.00,0.00,0.00,2009-11-17,2009-11-23,1
20091110,CO,74.87,25.13,6.75,0.00,0.00,0.00,2009-11-10,2009-11-16,1
20091103,CO,75.19,24.81,6.81,0.00,0.00,0.00,2009-11-03,2009-11-09,1
20091027,CO,75.19,24.81,6.81,0.00,0.00,0.00,2009-10-27,2009-11-02,1
20091020,CO,68.85,31.15,6.81,1.50,0.00,0.00,2009-10-20,2009-10-26,1
20091013,CO,68.85,31.15,6.81,1.50,0.00,0.00,2009-10-13,2009-10-19,1
20091006,CO,68.85,31.15,3.49,0.00,0.00,0.00,2009-10-06,2009-10-12,1
20090929,CO,68.85,31.15,3.49,0.00,0.00,0.00,2009-09-29,2009-10-05,1
20090922,CO,68.85,31.15,2.07,0.00,0.00,0.00,2009-09-22,2009-09-28,1
20090915,CO,54.19,45.81,0.10,0.00,0.00,0.00,2009-09-15,2009-09-21,1
20090908,CO,54.05,45.95,0.34,0.00,0.00,0.00,2009-09-08,2009-09-14,1
20090901,CO,75.14,24.86,0.00,0.00,0.00,0.00,2009-09-01,2009-09-07,1
20090825,CO,79.93,20.07,0.00,0.00,0.00,0.00,2009-08-25,2009-08-31,1
20090818,CO,93.13,6.87,0.00,0.00,0.00,0.00,2009-08-18,2009-08-24,1
20090811,CO,93.13,6.87,0.00,0.00,0.00,0.00,2009-08-11,2009-08-17,1
20090804,CO,99.72,0.28,0.00,0.00,0.00,0.00,2009-08-04,2009-08-10,1
20090728,CO,99.72,0.28,0.00,0.00,0.00,0.00,2009-07-28,2009-08-03,1
20090721,CO,91.28,8.72,0.00,0.00,0.00,0.00,2009-07-21,2009-07-27,1
20090714,CO,91.28,8.72,0.00,0.00,0.00,0.00,2009-07-14,2009-07-20,1
20090707,CO,92.67,7.33,0.00,0.00,0.00,0.00,2009-07-07,2009-07-13,1
20090630,CO,86.61,13.39,0.00,0.00,0.00,0.00,2009-06-30,2009-07-06,1
20090623,CO,86.61,13.39,0.00,0.00,0.00,0.00,2009-06-23,2009-06-29,1
20090616,CO,86.05,13.95,0.00,0.00,0.00,0.00,2009-06-16,2009-06-22,1
20090609,CO,86.08,13.92,0.00,0.00,0.00,0.00,2009-06-09,2009-06-15,1
20090602,CO,86.08,13.92,0.00,0.00,0.00,0.00,2009-06-02,2009-06-08,1
20090526,CO,86.15,13.85,0.00,0.00,0.00,0.00,2009-05-26,2009-06-01,1
20090519,CO,56.12,43.88,6.47,0.00,0.00,0.00,2009-05-19,2009-05-25,1
20090512,CO,56.27,43.73,6.47,0.00,0.00,0.00,2009-05-12,2009-05-18,1
20090505,CO,55.82,44.18,6.47,0.00,0.00,0.00,2009-05-05,2009-05-11,1
20090428,CO,55.81,44.19,6.47,0.00,0.00,0.00,2009-04-28,2009-05-04,1
20090421,CO,55.81,44.19,6.47,0.00,0.00,0.00,2009-04-21,2009-04-27,1
20090414,CO,33.60,66.40,12.79,0.00,0.00,0.00,2009-04-14,2009-04-20,1
20090407,CO,36.81,63.19,12.79,0.00,0.00,0.00,2009-04-07,2009-04-13,1
20090331,CO,29.74,70.26,21.09,0.09,0.00,0.00,2009-03-31,2009-04-06,1
20090324,CO,29.74,70.26,24.71,0.07,0.00,0.00,2009-03-24,2009-03-30,1
20090317,CO,36.37,63.63,21.02,0.00,0.00,0.00,2009-03-17,2009-03-23,1
20090310,CO,36.37,63.63,15.19,0.00,0.00,0.00,2009-03-10,2009-03-16,1
20090303,CO,36.37,63.63,15.19,0.00,0.00,0.00,2009-03-03,2009-03-09,1
20090224,CO,36.83,63.17,6.19,0.00,0.00,0.00,2009-02-24,2009-03-02,1
20090217,CO,36.83,63.17,6.15,0.00,0.00,0.00,2009-02-17,2009-02-23,1
20090210,CO,36.83,63.17,6.15,0.00,0.00,0.00,2009-02-10,2009-02-16,1
20090203,CO,34.69,65.31,6.15,0.00,0.00,0.00,2009-02-03,2009-02-09,1
20090127,CO,34.60,65.40,6.15,0.00,0.00,0.00,2009-01-27,2009-02-02,1
20090120,CO,34.43,65.57,6.08,0.00,0.00,0.00,2009-01-20,2009-01-26,1
20090113,CO,34.43,65.57,6.08,0.00,0.00,0.00,2009-01-13,2009-01-19,1
20090106,CO,26.60,73.40,5.91,0.00,0.00,0.00,2009-01-06,2009-01-12,1
20081230,CO,23.00,77.00,5.91,0.00,0.00,0.00,2008-12-30,2009-01-05,1
20081223,CO,9.26,90.74,9.87,0.00,0.00,0.00,2008-12-23,2008-12-29,1
20081216,CO,9.26,90.74,9.87,0.00,0.00,0.00,2008-12-16,2008-12-22,1
20081209,CO,9.26,90.74,9.87,0.00,0.00,0.00,2008-12-09,2008-12-15,1
20081202,CO,9.26,90.74,9.87,0.00,0.00,0.00,2008-12-02,2008-12-08,1
20081125,CO,22.53,77.47,5.91,0.00,0.00,0.00,2008-11-25,2008-12-01,1
20081118,CO,22.53,77.47,5.91,0.00,0.00,0.00,2008-11-18,2008-11-24,1
20081111,CO,43.25,56.75,5.91,0.00,0.00,0.00,2008-11-11,2008-11-17,1
20081104,CO,43.19,56.81,6.05,0.00,0.00,0.00,2008-11-04,2008-11-10,1
20081028,CO,43.19,56.81,6.05,0.00,0.00,0.00,2008-10-28,2008-11-03,1
20081021,CO,43.14,56.86,6.13,0.00,0.00,0.00,2008-10-21,2008-10-27,1
20081014,CO,43.26,56.74,6.12,0.00,0.00,0.00,2008-10-14,2008-10-20,1
20081007,CO,43.04,56.96,12.69,3.36,0.00,0.00,2008-10-07,2008-10-13,1
20080930,CO,43.04,56.96,12.69,3.36,0.00,0.00,2008-09-30,2008-10-06,1
20080923,CO,43.04,56.96,12.69,3.36,0.00,0.00,2008-09-23,2008-09-29,1
20080916,CO,43.04,56.96,12.69,2.75,0.00,0.00,2008-09-16,2008-09-22,1
20080909,CO,42.09,57.91,17.90,3.68,0.00,0.00,2008-09-09,2008-09-15,1
20080902,CO,42.09,57.91,17.90,3.68,0.00,0.00,2008-09-02,2008-09-08,1
20080826,CO,42.09,57.91,17.90,3.68,0.00,0.00,2008-08-26,2008-09-01,1
20080819,CO,42.09,57.91,17.90,3.68,0.00,0.00,2008-08-19,2008-08-25,1
20080812,CO,32.92,67.08,38.93,10.87,3.29,0.00,2008-08-12,2008-08-18,1
20080805,CO,30.65,69.35,44.40,14.72,4.30,0.65,2008-08-05,2008-08-11,1
20080729,CO,47.11,52.89,35.95,11.59,4.30,0.65,2008-07-29,2008-08-04,1
20080722,CO,47.11,52.89,34.21,11.59,4.30,0.65,2008-07-22,2008-07-28,1
20080715,CO,47.35,52.65,27.54,10.74,2.47,0.74,2008-07-15,2008-07-21,1
20080708,CO,47.35,52.65,17.36,7.60,2.47,0.77,2008-07-08,2008-07-14,1
20080701,CO,47.35,52.65,21.78,7.60,2.47,0.22,2008-07-01,2008-07-07,1
20080624,CO,47.35,52.65,21.78,7.60,2.47,0.22,2008-06-24,2008-06-30,1
20080617,CO,47.35,52.65,21.78,7.60,2.47,0.22,2008-06-17,2008-06-23,1
20080610,CO,62.26,37.74,12.88,3.68,1.38,0.00,2008-06-10,2008-06-16,1
20080603,CO,64.69,35.31,12.76,2.19,0.44,0.00,2008-06-03,2008-06-09,1
20080527,CO,64.69,35.31,12.76,2.19,0.44,0.00,2008-05-27,2008-06-02,1
20080520,CO,63.58,36.42,18.78,2.54,0.48,0.00,2008-05-20,2008-05-26,1
20080513,CO,63.58,36.42,16.54,0.00,0.00,0.00,2008-05-13,2008-05-19,1
20080506,CO,63.58,36.42,16.54,0.00,0.00,0.00,2008-05-06,2008-05-12,1
20080429,CO,60.57,39.43,16.62,0.14,0.00,0.00,2008-04-29,2008-05-05,1
20080422,CO,60.67,39.33,16.62,0.00,0.00,0.00,2008-04-22,2008-04-28,1
20080415,CO,60.67,39.33,16.62,0.00,0.00,0.00,2008-04-15,2008-04-21,1
20080408,CO,61.48,38.52,16.98,0.00,0.00,0.00,2008-04-08,2008-04-14,1
20080401,CO,61.21,38.79,6.35,0.00,0.00,0.00,2008-04-01,2008-04-07,1
20080325,CO,61.21,38.79,6.35,0.00,0.00,0.00,2008-03-25,2008-03-31,1
20080318,CO,61.21,38.79,6.35,0.00,0.00,0.00,2008-03-18,2008-03-24,1
20080311,CO,61.21,38.79,6.06,0.00,0.00,0.00,2008-03-11,2008-03-17,1
20080304,CO,61.21,38.79,3.78,0.00,0.00,0.00,2008-03-04,2008-03-10,1
20080226,CO,59.36,40.64,3.79,0.00,0.00,0.00,2008-02-26,2008-03-03,1
20080219,CO,59.36,40.64,3.79,0.00,0.00,0.00,2008-02-19,2008-02-25,1
20080212,CO,59.36,40.64,3.79,0.00,0.00,0.00,2008-02-12,2008-02-18,1
20080205,CO,59.36,40.64,4.14,0.00,0.00,0.00,2008-02-05,2008-02-11,1
20080129,CO,59.36,40.64,4.14,0.00,0.00,0.00,2008-01-29,2008-02-04,1
20080122,CO,59.36,40.64,4.14,0.00,0.00,0.00,2008-01-22,2008-01-28,1
20080115,CO,59.36,40.64,4.15,0.00,0.00,0.00,2008-01-15,2008-01-21,1
20080108,CO,59.36,40.64,2.00,0.00,0.00,0.00,2008-01-08,2008-01-14,1
20080101,CO,59.33,40.67,2.03,0.00,0.00,0.00,2008-01-01,2008-01-07,1
20071225,CO,59.33,40.67,2.03,0.00,0.00,0.00,2007-12-25,2007-12-31,1
20071218,CO,59.33,40.67,2.03,0.00,0.00,0.00,2007-12-18,2007-12-24,1
20071211,CO,54.31,45.69,2.01,0.00,0.00,0.00,2007-12-11,2007-12-17,1
20071204,CO,50.41,49.59,2.01,0.00,0.00,0.00,2007-12-04,2007-12-10,1
20071127,CO,65.96,34.04,1.83,0.00,0.00,0.00,2007-11-27,2007-12-03,1
20071120,CO,65.96,34.04,1.41,0.00,0.00,0.00,2007-11-20,2007-11-26,1
20071113,CO,65.96,34.04,1.41,0.00,0.00,0.00,2007-11-13,2007-11-19,1
20071106,CO,80.49,19.51,1.41,0.00,0.00,0.00,2007-11-06,2007-11-12,1
20071030,CO,80.49,19.51,0.45,0.00,0.00,0.00,2007-10-30,2007-11-05,1
20071023,CO,80.49,19.51,0.45,0.00,0.00,0.00,2007-10-23,2007-10-29,1
20071016,CO,80.49,19.51,0.45,0.00,0.00,0.00,2007-10-16,2007-10-22,1
20071009,CO,80.39,19.61,0.45,0.00,0.00,0.00,2007-10-09,2007-10-15,1
20071002,CO,80.39,19.61,0.45,0.00,0.00,0.00,2007-10-02,2007-10-08,1
20070925,CO,60.36,39.64,2.02,0.14,0.00,0.00,2007-09-25,2007-10-01,1
20070918,CO,54.99,45.01,9.60,0.31,0.00,0.00,2007-09-18,2007-09-24,1
20070911,CO,54.90,45.10,9.60,0.31,0.00,0.00,2007-09-11,2007-09-17,1
20070904,CO,58.33,41.67,9.60,0.31,0.00,0.00,2007-09-04,2007-09-10,1
20070828,CO,58.33,41.67,9.60,0.61,0.00,0.00,2007-08-28,2007-09-03,1
20070821,CO,54.93,45.07,9.85,0.61,0.00,0.00,2007-08-21,2007-08-27,1
20070814,CO,58.33,41.67,16.01,0.61,0.00,0.00,2007-08-14,2007-08-20,1
20070807,CO,58.10,41.90,16.01,0.61,0.00,0.00,2007-08-07,2007-08-13,1
20070731,CO,52.25,47.75,21.00,2.29,0.00,0.00,2007-07-31,2007-08-06,1
20070724,CO,52.19,47.81,20.54,2.29,0.00,0.00,2007-07-24,2007-07-30,1
20070717,CO,56.04,43.96,17.72,2.05,0.00,0.00,2007-07-17,2007-07-23,1
20070710,CO,57.72,42.28,17.72,2.05,0.00,0.00,2007-07-10,2007-07-16,1
20070703,CO,63.34,36.66,17.72,2.05,0.00,0.00,2007-07-03,2007-07-09,1
20070626,CO,67.99,32.01,17.72,2.05,0.00,0.00,2007-06-26,2007-07-02,1
20070619,CO,67.69,32.31,17.72,2.05,0.00,0.00,2007-06-19,2007-06-25,1
20070612,CO,68.08,31.92,17.72,2.05,0.00,0.00,2007-06-12,2007-06-18,1
20070605,CO,67.76,32.24,17.73,2.05,0.00,0.00,2007-06-05,2007-06-11,1
20070529,CO,67.76,32.24,17.73,2.05,0.00,0.00,2007-05-29,2007-06-04,1
20070522,CO,67.76,32.24,18.33,2.05,0.00,0.00,2007-05-22,2007-05-28,1
20070515,CO,67.76,32.24,18.33,2.05,0.00,0.00,2007-05-15,2007-05-21,1
20070508,CO,67.76,32.24,18.33,1.49,0.00,0.00,2007-05-08,2007-05-14,1
20070501,CO,63.85,36.15,18.33,1.49,0.00,0.00,2007-05-01,2007-05-07,1
20070424,CO,58.17,41.83,21.05,1.49,0.00,0.00,2007-04-24,2007-04-30,1
20070417,CO,57.40,42.60,22.57,1.62,0.00,0.00,2007-04-17,2007-04-23,1
20070410,CO,54.84,45.16,22.31,1.04,0.00,0.00,2007-04-10,2007-04-16,1
20070403,CO,54.48,45.52,22.31,1.08,0.00,0.00,2007-04-03,2007-04-09,1
20070327,CO,55.19,44.81,23.28,1.47,0.00,0.00,2007-03-27,2007-04-02,1
20070320,CO,55.88,44.12,7.52,0.44,0.00,0.00,2007-03-20,2007-03-26,1
20070313,CO,77.35,22.65,7.25,0.44,0.00,0.00,2007-03-13,2007-03-19,1
20070306,CO,77.35,22.65,7.25,0.44,0.00,0.00,2007-03-06,2007-03-12,1
20070227,CO,77.35,22.65,6.49,0.44,0.00,0.00,2007-02-27,2007-03-05,1
